company,name,salary_top,salary_bottom,field,education,skills
company 38,job 387,9648.932585455726,614.9721962471466,['part time'],['tertiary'],"['Analysis & Reporting', 'Audit - Internal', 'Automotive Trades ', 'Maintenance & Handyperson Services', 'Nursing - Community, Maternal & Child Health']"
company 38,job 388,6559.115650314085,4615.967579948072,['apprenticeship'],['secondary'],"['Dieticians', 'Graphic Design']"
company 38,job 389,9038.458082475232,5636.910805569032,['full time'],['none'],"['Air Force', 'Public Relations & Corporate Affairs']"
company 39,job 390,8131.979045713449,5907.2435520397385,['apprenticeship'],['masters'],['Other']
company 39,job 391,5325.002598241546,2995.9905864704683,['internship'],['none'],"['Sales - Inbound', 'All Human Resources & Recruitment ']"
company 39,job 392,9599.71143282422,6413.411600185041,['casual'],['PhD'],"['Surveying', 'Childcare & Outside School Hours Care ']"
company 39,job 393,7649.50826754704,6468.902427559834,['full time'],['masters'],"['All Human Resources & Recruitment ', 'Account & Relationship Management']"
company 39,job 394,4157.284064268499,1853.3533816505687,['internship'],['apprenticeship'],"['Other', 'Corporate & Commercial Law', 'Family Law', 'Army']"
company 39,job 395,7080.536358462436,557.4304830475673,['internship'],['secondary'],"['All Banking & Financial Services ', 'Laboratory & Technical Services', 'Printing & Publishing Services', 'All Call Centre & Customer Service ', 'Painters & Sign Writers']"
company 39,job 396,5328.559524307236,2965.032174575386,['full time'],['masters'],"['Nursing - A&E, Critical Care & ICU', 'Environmental, Earth & Geosciences']"
company 39,job 397,9973.566542767518,9029.319207247165,['part time'],['PhD'],"['Road Transport ', 'All Human Resources & Recruitment ', 'Analysis & Reporting']"
company 39,job 398,4382.050888352741,1989.9205189178126,['internship'],['masters'],"['Merchandisers', 'Oil & Gas - Drilling']"
company 39,job 399,8905.270429197593,4160.91233978689,['apprenticeship'],['PhD'],"['Generalists - In-house', 'Other', 'Systems Accounting & IT Audit']"
company 40,job 400,6541.175828835989,4529.237638234157,['full time'],['tertiary'],['Tour Guides']
company 40,job 401,5336.692873196684,1182.3236924605408,['full time'],['secondary'],"['Funds Management', 'Sales - Pre & Post', 'Management Accounting & Budgeting']"
company 40,job 402,5592.328265250073,261.55439822526216,['internship'],['apprenticeship'],"['Nursing - Psych, Forensic & Correctional Health']"
company 40,job 403,8872.834649595674,1774.0329140319423,['apprenticeship'],['masters'],"['Printing & Publishing Services', 'Chemical Engineering', 'Workplace Training & Assessment', 'Engineering - Software', 'Conservation, Parks & Wildlife']"
company 40,job 404,9231.907001038935,7862.1590098812,['apprenticeship'],['apprenticeship'],"['Management', 'Financial Managers & Controllers', 'Systems Accounting & IT Audit', 'Employment Services', 'Performing Arts']"
company 40,job 405,2566.8231957906905,2369.7051230906586,['part time'],['tertiary'],"['Internal Communications', 'Nursing - Paediatric & PICU', 'Nursing - Theatre & Recovery', 'General/Business Unit Manager', 'Process Engineering']"
company 40,job 406,2296.342705632657,51.59154131268551,['internship'],['PhD'],"['Editing & Publishing', 'Community Development']"
company 40,job 407,7902.9139714733465,6846.277758334045,['full time'],['apprenticeship'],['Freight/Cargo Forwarding']
company 40,job 408,2343.7548719432843,785.8456971667927,['apprenticeship'],['apprenticeship'],"['Analysis & Reporting', 'Other', 'Other', 'Office Management']"
company 40,job 409,9104.15635176433,307.41925636875277,['casual'],['apprenticeship'],"['Management - Department/Assistant', 'Family Law', 'Health, Safety & Environment', 'Analysis & Reporting']"
company 41,job 410,4606.505773821047,3367.2301562335883,['full time'],['apprenticeship'],"['Mining - Engineering & Maintenance ', 'Student Services', 'Consulting & Strategy', 'Other']"
company 41,job 411,8974.283838063964,7754.276234365897,['full time'],['tertiary'],"['All Information & Communication Technology ', 'Nursing - High Acuity', 'Aged & Disability Support ']"
company 41,job 412,4889.1897453653555,1492.63711868032,['casual'],['tertiary'],['Engineering Drafting']
company 41,job 413,6728.2887546492875,1555.156753405733,['internship'],['PhD'],['Art Direction']
company 41,job 414,3730.3690001818745,3430.102379962302,['apprenticeship'],['PhD'],"['Architecture', 'Generalists - In-house', 'Management', 'Legal Practice Management', 'Travel Agents/Consultants']"
company 41,job 415,7317.771865294712,5034.21362504081,['full time'],['MBA'],"['Receptionists', 'Product Management & Development']"
company 41,job 416,9089.332854769304,8127.665062731942,['casual'],['apprenticeship'],"['Winery & Viticulture', 'Tailors & Dressmakers', 'Forensic Accounting & Investigation', 'Medical Imaging', 'Industrial & Employee Relations']"
company 41,job 417,9938.606700104083,1172.1899968717985,['apprenticeship'],['MBA'],"['Trade Marketing', 'Art Direction', 'Environment & Planning Law', 'Fashion & Textile Design']"
company 41,job 418,3348.6708215031904,2410.8419508511593,['casual'],['none'],"['Printing & Publishing Services', 'Brokerage', 'Banking & Finance Law']"
company 41,job 419,8935.896429309521,4135.010442045064,['part time'],['none'],"['Banking & Finance Law', 'Market Research & Analysis', 'All Call Centre & Customer Service ', 'Chefs/Cooks ']"
company 42,job 420,3857.1635149413564,3658.329354608831,['casual'],['MBA'],"['Environmental Services', 'Freight/Cargo Forwarding']"
company 42,job 421,5311.260682828317,2638.5727849374816,['part time'],['secondary'],"['Rail & Maritime Transport', 'Other', 'Other', 'Pharmacy']"
company 42,job 422,9621.633725986774,4219.307811901874,['apprenticeship'],['PhD'],"['Aerospace Engineering', 'All Trades & Services ', 'Teaching Aides & Special Needs', 'Agronomy & Farm Services']"
company 42,job 423,7812.439976443339,4167.765171779273,['part time'],['secondary'],['Supervisors']
company 42,job 424,5466.249541547025,2248.5066345641526,['internship'],['MBA'],['Account & Relationship Management']
company 42,job 425,7949.572124299091,243.3288692274216,['full time'],['tertiary'],"['All Education & Training ', 'Credit', 'Farm Management', 'Sales - Outbound', 'Other']"
company 42,job 426,6943.9576944223445,6642.364689291614,['full time'],['none'],['Administrative Assistants ']
company 42,job 427,8563.053688383112,7449.740366615726,['part time'],['none'],"['Other', 'All Advertising, Arts & Media', 'All Retail & Consumer Products ', 'Field Engineering', 'Supervisors/Team Leaders']"
company 42,job 428,9884.598573833551,2718.0936672542766,['internship'],['PhD'],"['Claims', 'Environment & Sustainability Consulting', 'Gaming']"
company 42,job 429,3208.3615704589874,2574.3100371365035,['apprenticeship'],['MBA'],"['Other', 'Public Relations & Corporate Affairs', 'Winery & Viticulture', 'Quality Assurance & Control', 'Other']"
company 43,job 430,7135.950131106925,3576.4152309370334,['full time'],['masters'],"['Front Office & Guest Services', 'Photography']"
company 43,job 431,9913.47836086986,8857.120604972273,['apprenticeship'],['apprenticeship'],"['Digital & Search Marketing', 'Building Trades', 'Buying', 'Bookkeeping & Small Practice Accounting', 'Credit']"
company 43,job 432,6247.704288832568,3878.8420766439003,['internship'],['secondary'],"['Housing & Homelessness Services', 'All Mining, Resources & Energy ', 'Health, Safety & Environment', 'Management']"
company 43,job 433,8127.712949817357,1149.7403562958607,['full time'],['masters'],"['Corporate & Commercial Law', 'Nursing - Aged Care ', 'New Business Development', 'Rail & Maritime Transport', 'Analysis & Reporting']"
company 43,job 434,665.911267910978,610.6683888184695,['apprenticeship'],['PhD'],['Art Direction']
company 43,job 435,3033.2883648647535,1841.6061723038547,['internship'],['PhD'],"['Banking - Business', 'Other', 'Floristry', 'Power Generation & Distribution', 'Employment Services']"
company 43,job 436,6663.072759457028,5242.271148670707,['part time'],['apprenticeship'],"['Community Development', 'Consultants', 'Mining - Engineering & Maintenance ', 'Other', 'Treasury']"
company 43,job 437,8903.990215557007,4347.216697057213,['internship'],['PhD'],['Horticulture']
company 43,job 438,8581.870567391798,3110.9318669641793,['casual'],['none'],"['Cleaning Services', 'Welders & Boilermakers ', 'Records Management & Document Control']"
company 43,job 439,9057.993047578893,2735.3239596815924,['full time'],['apprenticeship'],"['Winery & Viticulture', 'Butchers', 'Materials Sciences', 'Community Services & Development', 'Industrial Engineering']"
company 44,job 440,8010.815072464446,5105.532061420646,['casual'],['MBA'],['Teaching - Tertiary']
company 44,job 441,6579.891995117538,6438.845049163834,['part time'],['secondary'],"['Sales - Inbound', 'All Education & Training ']"
company 44,job 442,8682.308048931724,6171.724699295202,['internship'],['masters'],"['Management - Department/Assistant', 'Urban Design & Planning', 'Team Leaders', 'Oil & Gas - Engineering & Maintenance']"
company 44,job 443,8733.215529631187,3653.3328120686124,['casual'],['PhD'],['Teaching - Secondary']
company 44,job 444,8461.716187516326,6420.848179137124,['part time'],['MBA'],"['Management & Support', 'Mining - Drill & Blast', 'Student Services', 'Natural Resources & Water']"
company 44,job 445,9371.596757554826,7446.149292577612,['internship'],['none'],['Estimating']
company 44,job 446,9844.292778494422,9548.16764263964,['internship'],['none'],"['Management', 'All Banking & Financial Services ', 'Agency Account Management', 'Account & Relationship Management', 'All Real Estate & Property ']"
company 44,job 447,3710.306426091381,3670.683904726345,['apprenticeship'],['MBA'],"['Health, Safety & Environment']"
company 44,job 448,9221.18211171756,939.1463624164187,['part time'],['apprenticeship'],['All Administration & Office Support ']
company 44,job 449,6121.43226860851,4655.238111562293,['part time'],['tertiary'],"['Engineering Drafting', 'Bakers & Pastry Chefs', 'Settlements']"
company 45,job 450,9881.271791792591,7593.364796580216,['part time'],['secondary'],"['Other', 'Treasury', 'Banking & Finance Law', 'Teaching - Early Childhood', 'Aviation Services']"
company 45,job 451,9082.79208742205,2641.7955173486052,['casual'],['MBA'],['Nursing - High Acuity']
company 45,job 452,1355.7172241073733,456.11531967078565,['internship'],['MBA'],"['Law Clerks & Paralegals', 'Engineering - Network', 'All Education & Training ']"
company 45,job 453,5403.315086269069,3934.4393876868558,['internship'],['tertiary'],"['Audit - External', 'All Manufacturing, Transport & Logistics ', 'Management - Agency']"
company 45,job 454,3000.823757557053,1714.7719012986718,['internship'],['tertiary'],['Farm Labour']
company 45,job 455,5116.94777452702,1505.929836850357,['internship'],['secondary'],['Other']
company 45,job 456,1447.5111627313286,1145.5648311770206,['part time'],['tertiary'],"['All Accounting ', 'Body Corporate & Facilities Management', 'Management']"
company 45,job 457,7980.36048306506,432.45382542907885,['internship'],['masters'],"['Other', 'Printing & Publishing Services', 'All Consulting & Strategy']"
company 45,job 458,9332.426506993259,8371.779262917215,['apprenticeship'],['tertiary'],['Research & Fellowships']
company 45,job 459,4703.718546450736,2663.91872106841,['full time'],['MBA'],['Farm Management']
company 46,job 460,9548.502739797272,6474.369819365029,['apprenticeship'],['none'],['Farm Management']
company 46,job 461,9173.942521372595,6605.289152448882,['apprenticeship'],['apprenticeship'],"['Journalism & Writing', 'Psychology, Counselling & Social Work ', 'Product Management & Development', 'Management Accounting & Budgeting', 'All Construction ']"
company 46,job 462,2820.9049046175514,1259.4138072624096,['internship'],['masters'],"['Food Technology & Safety', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Self Employment', 'Project Engineering']"
company 46,job 463,7894.519434540183,6963.789446495409,['internship'],['masters'],"['Medical Imaging', 'Management - Internal', 'Self Employment', 'Food Technology & Safety']"
company 46,job 464,2864.074623782783,2069.075791747016,['apprenticeship'],['MBA'],"['Contracts Administration', 'All Mining, Resources & Energy ', 'Management - Department/Assistant', 'Other']"
company 46,job 465,9825.26219991112,3093.033935579368,['part time'],['PhD'],"['Trade Marketing', 'Risk Consulting', 'Butchers', 'Chefs/Cooks ']"
company 46,job 466,3401.745389134179,3068.1432462389057,['part time'],['masters'],"['Banking - Business', 'Supervisors/Team Leaders', 'Travel Agents/Consultants', 'Promotions', 'Superannuation']"
company 46,job 467,1514.8111289300703,570.7184325394954,['part time'],['none'],"['Pickers & Packers', 'Sales - Inbound', 'Accounts Receivable/Credit Control', 'Production, Planning & Scheduling']"
company 46,job 468,9581.023102855977,7797.016445429787,['apprenticeship'],['masters'],"['Mining - Processing', 'Team Leaders', 'Power Generation & Distribution']"
company 46,job 469,9456.202089169541,6328.6851250457075,['casual'],['none'],['Product Management & Development']
company 47,job 470,3943.42753345742,3179.064058080815,['part time'],['masters'],"['Business Services & Corporate Advisory', 'Pharmacy', 'Medical Administration', 'Road Transport ']"
company 47,job 471,8556.211126566224,5689.895966854065,['part time'],['secondary'],"['All Sport & Recreation', 'Management', 'Pathology', 'Analysts', 'Architecture']"
company 47,job 472,4727.755557765811,149.7835696327987,['part time'],['masters'],"['Dental ', 'Freight/Cargo Forwarding']"
company 47,job 473,6504.6727391832455,572.3879234644735,['part time'],['masters'],"['Housekeeping', 'All CEO & General Management', 'Fashion & Textile Design']"
company 47,job 474,7730.75383484636,7717.613838469844,['apprenticeship'],['MBA'],"['Chefs/Cooks ', 'Workplace Training & Assessment']"
company 47,job 475,9098.08373705537,5794.4879356316405,['apprenticeship'],['apprenticeship'],"['Fitness & Personal Training', 'Freight/Cargo Forwarding']"
company 47,job 476,816.1992271756435,288.20916962291943,['apprenticeship'],['tertiary'],"['Recruitment - Agency', 'Police & Corrections', 'Surveying', 'Credit']"
company 47,job 477,3927.4100059161974,1698.3906496577083,['casual'],['masters'],"['Management', 'Analysts', 'All Manufacturing, Transport & Logistics ', 'Remuneration & Benefits', 'Gaming']"
company 47,job 478,9201.896276964053,1257.5796080496038,['internship'],['MBA'],['Banking & Finance Law']
company 47,job 479,5232.490944040465,3081.1259012132173,['full time'],['apprenticeship'],"['Chemistry & Physics', 'Graphic Design', 'All Manufacturing, Transport & Logistics ']"
company 48,job 480,7181.502379807755,5126.401047528536,['part time'],['none'],"['Management - Area/Multi-site', 'Residential Sales', 'Urban Design & Planning', 'Audit - External', 'Customer Service - Customer Facing']"
company 48,job 481,5630.381981963955,1408.9774215273533,['full time'],['tertiary'],"['Policy', 'Pathology', 'Banking & Finance Law', 'Natural Resources & Water', 'Management']"
company 48,job 482,5390.777885815999,4305.950829226955,['apprenticeship'],['masters'],"['All Administration & Office Support ', 'Industrial Engineering', 'Consultants', 'Client & Sales Administration', 'Nursing - Theatre & Recovery']"
company 48,job 483,8001.235078780307,2913.1442872740963,['apprenticeship'],['apprenticeship'],"['Mechanical Engineering', 'Plant & Machinery Operators ', 'Customer Service - Call Centre', ""Workers' Compensation""]"
company 48,job 484,8074.481733635047,3450.072629327089,['casual'],['tertiary'],['Financial Planning']
company 48,job 485,7529.551375614175,2484.7275775422804,['internship'],['PhD'],['Nursing - High Acuity']
company 48,job 486,8785.358916380914,5016.942907805069,['internship'],['secondary'],"['Product Management & Development', 'Teaching Aides & Special Needs', 'Management - Universities', 'All Design & Architecture', 'Aerospace Engineering']"
company 48,job 487,7798.994205170647,1053.010996811099,['internship'],['MBA'],"['Optical', 'Other']"
company 48,job 488,4351.3252106503,684.4336010848962,['internship'],['PhD'],"['Training & Development', 'All Construction ', 'Health, Safety & Environment', 'Teaching - Tertiary']"
company 48,job 489,2954.9830175261873,235.21555216634127,['apprenticeship'],['masters'],"['Internal Communications', 'Research & Fellowships']"
company 49,job 490,4312.309358321146,708.882217825132,['part time'],['apprenticeship'],"['Engineering - Hardware', 'Mining - Processing', 'Accounts Receivable/Credit Control']"
company 49,job 491,8262.664691330914,7890.667223781406,['part time'],['MBA'],"['Engineering - Network', 'Nursing - Paediatric & PICU', 'Teaching - Vocational']"
company 49,job 492,7309.0754790586025,5508.6819411938795,['full time'],['tertiary'],"['Planning', 'Banking - Corporate & Institutional', 'Laboratory & Technical Services', 'Insurance & Superannuation Law']"
company 49,job 493,1966.0394856924613,1559.9565973308727,['apprenticeship'],['secondary'],"['Air Force', 'Freight/Cargo Forwarding', 'Modelling & Simulation', 'Financial Accounting & Reporting']"
company 49,job 494,1225.8630716115626,503.8484848765934,['apprenticeship'],['none'],['Superannuation']
company 49,job 495,5513.867102273285,1755.0619079752128,['casual'],['secondary'],"[""Workers' Compensation"", 'Oil & Gas - Exploration & Geoscience', 'Legal Practice Management', 'Gaming', 'Client Services']"
company 49,job 496,9791.562011345513,3308.458334533424,['casual'],['apprenticeship'],['Bakers & Pastry Chefs']
company 49,job 497,7740.898581266403,7478.555852771826,['apprenticeship'],['masters'],"['All Hospitality & Tourism ', 'Natural Resources & Water', 'All Insurance & Superannuation', 'Retail Assistants ']"
company 49,job 498,4233.570030545147,1875.8822515307538,['apprenticeship'],['secondary'],"['Materials Handling Engineering', 'Systems Engineering', 'Teaching - Primary']"
company 49,job 499,9021.00209134437,8471.211248111265,['casual'],['none'],"['Bookkeeping & Small Practice Accounting', 'Civil/Structural Engineering']"
company 50,job 500,2682.0729560006384,2581.789621170486,['apprenticeship'],['apprenticeship'],"['All Retail & Consumer Products ', 'Marketing Communications', 'Treasury']"
company 50,job 501,4049.1089581024407,1082.9289973429834,['part time'],['tertiary'],"['Technicians ', 'Valuation', 'Employment Services', 'Fleet Management']"
company 50,job 502,5006.325594467379,2018.6204866402402,['part time'],['MBA'],"['Taxation', 'Modelling & Simulation', 'All Construction ', 'Systems Accounting & IT Audit', 'Event Management']"
company 50,job 503,5682.8604739372095,1124.9415704011933,['apprenticeship'],['tertiary'],"['Purchasing, Procurement & Inventory', 'Management', 'Self Employment', 'Teaching Aides & Special Needs', 'Management']"
company 50,job 504,8553.678727069015,1310.205167244266,['casual'],['MBA'],"['Management', 'All Construction ', 'Teaching - Early Childhood']"
company 50,job 505,3930.103678062342,3339.5192329942956,['casual'],['PhD'],['Analysts']
company 50,job 506,8374.974569688637,2057.0752550200077,['internship'],['masters'],"['All Advertising, Arts & Media', 'Welders & Boilermakers ', 'Other']"
company 50,job 507,5906.54665609249,1772.0924455425447,['internship'],['masters'],"['Media Strategy, Planning & Buying']"
company 50,job 508,5184.4480674912575,980.679564884287,['full time'],['apprenticeship'],"['Chiropractic & Osteopathic', 'Other']"
company 50,job 509,7860.539407322498,957.868179090594,['apprenticeship'],['MBA'],"['All Hospitality & Tourism ', 'Mathematics, Statistics & Information Sciences']"
company 51,job 510,9120.779919218969,4481.002729549926,['full time'],['PhD'],"['Team Leaders/Supervisors', 'Oil & Gas - Production & Refinement', 'Architects']"
company 51,job 511,2725.9116508678794,844.8856581760223,['casual'],['PhD'],"['Banking - Business', 'Mining - Processing', 'Warehousing, Storage & Distribution ', 'Training & Development']"
company 51,job 512,4192.223827035125,573.9823313829551,['part time'],['masters'],"['Community Development', 'Banking - Corporate & Institutional', 'Nursing - A&E, Critical Care & ICU', 'Client & Sales Administration']"
company 51,job 513,2780.300520123994,1702.3812107208357,['apprenticeship'],['masters'],"['Marketing Communications', 'Library Services & Information Management', 'Industrial Engineering', 'Landscape Architecture']"
company 51,job 514,7452.357524729974,4762.293798435099,['full time'],['apprenticeship'],['Other']
company 51,job 515,3966.2076764242215,1907.8461650771394,['full time'],['secondary'],"['All Retail & Consumer Products ', 'Mining - Operations']"
company 51,job 516,5509.279052517173,1292.5389751059358,['part time'],['secondary'],"['Architects', 'Financial Managers & Controllers', 'Other', 'All Banking & Financial Services ']"
company 51,job 517,6384.034658649967,4859.593638118147,['part time'],['MBA'],"['Management - Schools', 'Settlements', 'Sales - Pre & Post']"
company 51,job 518,8482.958316492326,1256.0707137963022,['full time'],['apprenticeship'],"['All Administration & Office Support ', 'Cost Accounting', 'Sales - Pre & Post']"
company 51,job 519,8601.325940737841,3279.854118933556,['full time'],['apprenticeship'],"['Dieticians', 'Community Services & Development']"
company 52,job 520,8427.287175787265,1912.995745465562,['part time'],['PhD'],"['Management', 'General Practitioners', 'Emergency Services']"
company 52,job 521,9015.837186084402,5086.9684840432565,['full time'],['MBA'],"['Rail & Maritime Transport', 'Management - Store ']"
company 52,job 522,8367.43670339158,7467.405062901664,['apprenticeship'],['secondary'],"['Ambulance/Paramedics', 'Technical Writing', 'Marketing Communications']"
company 52,job 523,8754.797453387358,6322.431279952519,['internship'],['none'],"['COO & MD', 'Travel Agents/Consultants', 'Merchandisers']"
company 52,job 524,8684.77914982193,6218.514262178482,['part time'],['none'],"['All Sport & Recreation', 'Other', 'Other', 'Self Employment']"
company 52,job 525,9325.13680412428,4812.908650890506,['internship'],['secondary'],"['Management ', 'Welders & Boilermakers ']"
company 52,job 526,6718.773937450891,947.886657698741,['apprenticeship'],['PhD'],"['PA, EA & Secretarial']"
company 52,job 527,6833.077760697669,4926.053500884887,['part time'],['secondary'],"['Audit - Internal', 'Analysis & Reporting', 'Fitness & Personal Training', 'Systems Engineering']"
company 52,job 528,6734.4703914291385,2584.6178383137562,['casual'],['none'],"['All Manufacturing, Transport & Logistics ', 'Audit - Internal']"
company 52,job 529,3425.656943978891,100.6191648887167,['apprenticeship'],['secondary'],"['Natural Therapies & Alternative Medicine', 'Business Services & Corporate Advisory', 'Teaching - Tertiary', 'Residential Sales']"
company 53,job 530,6797.796278894936,1135.876497088516,['part time'],['tertiary'],"['Quality Assurance & Control', 'Freight/Cargo Forwarding']"
company 53,job 531,9461.28445116979,3651.6622903259754,['casual'],['masters'],"['Environment & Sustainability Consulting', 'Project Management', 'Modelling & Simulation']"
company 53,job 532,6644.124158280647,721.6573326845565,['casual'],['PhD'],"['Machine Operators', 'Direct Marketing & CRM', 'All Government & Defence ', 'Analysis & Reporting']"
company 53,job 533,5863.9984186277,2668.120151724004,['apprenticeship'],['PhD'],"['Modelling & Simulation', 'All Mining, Resources & Energy ']"
company 53,job 534,1385.2231665827785,677.9060103268909,['full time'],['none'],['Retail & Property Development']
company 53,job 535,7135.533497756669,7043.688469560374,['casual'],['apprenticeship'],"['Volunteer Coordination & Support', 'Medical Administration', 'All Engineering ']"
company 53,job 536,9965.83493864368,2043.4895078848947,['internship'],['none'],"['Management & Support', 'Systems Accounting & IT Audit', 'Stockbroking & Trading', 'Corporate & Commercial Law', 'Navy']"
company 53,job 537,7584.478749005919,2038.3131586664526,['casual'],['PhD'],"['Management', 'Analysts', 'Plant & Machinery Operators ', 'Student Services']"
company 53,job 538,7551.722048285408,3381.1750838116773,['apprenticeship'],['MBA'],"['Residents & Registrars', 'Modelling & Simulation']"
company 53,job 539,5126.871341700803,3859.0474194376166,['internship'],['MBA'],"['Remuneration & Benefits', 'Horticulture']"
company 54,job 540,6785.98815484893,3926.469283896221,['internship'],['apprenticeship'],"['Assessment', 'Environmental Engineering', 'Ambulance/Paramedics']"
company 54,job 541,7686.312358098875,18.068631306629168,['apprenticeship'],['tertiary'],"['Personal Injury Law', 'All Science & Technology']"
company 54,job 542,9389.104261848253,2126.4021305305114,['apprenticeship'],['apprenticeship'],"['Accounts Receivable/Credit Control', 'Management Accounting & Budgeting', 'Dental ', 'Quality Assurance & Control', 'Materials Handling Engineering']"
company 54,job 543,7302.839173775172,2211.914368012218,['apprenticeship'],['tertiary'],"['Community Services & Development', 'Industrial Engineering', 'General/Business Unit Manager', 'Promotions']"
company 54,job 544,8829.257832575386,7784.590487271253,['internship'],['masters'],"['Financial Planning', 'Graphic Design', 'Assessment', 'Management']"
company 54,job 545,9942.508634917998,3202.689530943188,['part time'],['PhD'],['Fundraising']
company 54,job 546,6433.332952610205,3717.826210123921,['internship'],['secondary'],"['Residents & Registrars', 'Graphic Design', 'All Trades & Services ', 'All Engineering ', 'Performing Arts']"
company 54,job 547,3696.6450075359294,2637.903369286669,['internship'],['MBA'],"['Brand Management', 'Property Law', 'Sales Coordinators', 'Oil & Gas - Exploration & Geoscience', 'Other']"
company 54,job 548,6795.411978483401,3079.0548347077083,['apprenticeship'],['none'],"['Engineering Drafting', 'Compliance & Risk']"
company 54,job 549,9233.585034080814,7632.524437997266,['internship'],['none'],"['Sales', 'Other']"
company 55,job 550,7025.367397503034,2407.6501797574456,['apprenticeship'],['PhD'],"['All Community Services & Development ', 'Student Services', 'Management ', 'Stockbroking & Trading']"
company 55,job 551,7962.150411639513,6396.627863451151,['part time'],['tertiary'],"['Waiting Staff', 'Maintenance', 'Management - Internal', 'All Community Services & Development ']"
company 55,job 552,8751.04527422923,2429.9312729319067,['internship'],['masters'],"['Company Secretaries', 'Winery & Viticulture', 'Air Force', 'Nursing - Psych, Forensic & Correctional Health', 'Painters & Sign Writers']"
company 55,job 553,7802.228116173391,1534.4362672292732,['casual'],['tertiary'],"['Systems Accounting & IT Audit', 'Nursing - High Acuity', 'Oil & Gas - Operations', 'Teaching - Secondary']"
company 55,job 554,4551.110395728578,3333.8328048425014,['part time'],['PhD'],['Nursing - General Medical & Surgical']
company 55,job 555,4179.520075141775,1516.1394486104052,['casual'],['none'],['Product Management & Development']
company 55,job 556,9426.994924374607,5942.353434919637,['part time'],['MBA'],"['All Manufacturing, Transport & Logistics ']"
company 55,job 557,3496.2222567898593,2877.2233585330578,['part time'],['apprenticeship'],"['Aviation Services', 'Butchers']"
company 55,job 558,8414.826362196864,5138.349002581789,['casual'],['none'],"['Management ', 'Recruitment - Internal', 'Tour Guides', 'Other']"
company 55,job 559,7804.9520834107925,4984.228554889726,['apprenticeship'],['apprenticeship'],"['Materials Sciences', 'Library Services & Information Management', 'Cost Accounting', 'Electricians ']"
company 56,job 560,5387.421522237907,2527.239680719956,['full time'],['none'],"['Analysis & Reporting', 'Other', 'Pharmaceuticals & Medical Devices', 'Public Relations & Corporate Affairs']"
company 56,job 561,7143.5968312914365,874.7805137287412,['part time'],['masters'],"['Developers/Programmers ', 'Team Leaders/Supervisors', 'All Science & Technology', 'Gardening & Landscaping', 'All Mining, Resources & Energy ']"
company 56,job 562,7305.541042651626,1683.842466352259,['casual'],['apprenticeship'],"['Journalism & Writing', 'Brokerage', 'Collections', 'Waiting Staff', 'Bar & Beverage Staff']"
company 56,job 563,5492.634190336495,3753.472878303089,['apprenticeship'],['secondary'],['Horticulture']
company 56,job 564,8160.926851815237,1514.7528851406266,['internship'],['PhD'],['Reservations']
company 56,job 565,6168.998851119702,5068.795674793031,['casual'],['MBA'],"['Labourers ', 'Internal Communications', 'Administration', 'Retail Assistants ', 'Other']"
company 56,job 566,2958.818919552446,1711.5312946488614,['casual'],['PhD'],"['Childcare & Outside School Hours Care ', 'Management', 'Product Management & Development', 'Credit', 'Maintenance']"
company 56,job 567,8639.326992999058,2623.5091146355426,['apprenticeship'],['secondary'],"['Government - State ', 'Strategy & Planning', 'Business Services & Corporate Advisory']"
company 56,job 568,9663.097898900593,7009.951639440482,['part time'],['MBA'],"['Fund Administration', 'Systems Accounting & IT Audit', 'Chemical Engineering', 'Criminal & Civil Law']"
company 56,job 569,8102.1121685957705,3999.3693648960125,['part time'],['apprenticeship'],['All Design & Architecture']
company 57,job 570,4887.14406062025,4314.173378092976,['internship'],['PhD'],"['All Mining, Resources & Energy ']"
company 57,job 571,5201.242283866732,846.8780273098774,['casual'],['secondary'],['Government - State ']
company 57,job 572,6948.761728085632,4638.101651057481,['full time'],['tertiary'],"['Road Transport ', 'Automotive Engineering', 'Employment Services', 'Construction Law', 'Banking - Business']"
company 57,job 573,8685.195350510794,6028.173144317093,['full time'],['none'],"['Engineering - Hardware', 'Accounts Officers/Clerks']"
company 57,job 574,8832.199144195509,8111.24384306874,['internship'],['MBA'],"['CEO', 'Sales - Inbound', 'Industrial Design']"
company 57,job 575,9190.286256836614,4936.78196814232,['part time'],['PhD'],"['Agronomy & Farm Services', 'Oil & Gas - Production & Refinement', 'Urban Design & Planning', 'Agency Account Management', 'Oil & Gas - Engineering & Maintenance']"
company 57,job 576,4396.2410412965555,142.02015323766193,['internship'],['none'],['Management - Area/Multi-site']
company 57,job 577,8486.979227255857,6812.065335941549,['apprenticeship'],['PhD'],['Tailors & Dressmakers']
company 57,job 578,4493.857171109083,1199.048182453869,['apprenticeship'],['MBA'],"['Other', 'Other', 'Other', 'Direct Marketing & CRM']"
company 57,job 579,7406.801190682731,3239.293798783105,['part time'],['PhD'],"['Agency Account Management', 'Banking - Business', 'Supervisors', 'Other']"
company 58,job 580,4446.568894282182,834.565020316288,['casual'],['secondary'],"['Nursing - Educators & Facilitators', 'Cost Accounting']"
company 58,job 581,8317.286538367578,1734.0850031759392,['full time'],['masters'],"['Cleaning Services', 'Other', 'Medical Imaging', 'Graphic Design']"
