company,name,salary_top,salary_bottom,type,education,latitude,longitude,skills,description
company 44,job 440,7876.611336120165,3963.4581445398576,part time,secondary,-33.775900005348554,151.06484741614975,"['Navy', 'Market Research & Analysis', 'Media Strategy, Planning & Buying', 'Library Services & Information Management']","We are looking for highly qualified ASP.Net 2.0
Software Developer."
company 44,job 441,4597.573541977399,2361.9263377320553,part time,masters,-33.88494459490668,151.49809890271334,"['Mining - Processing', 'Banking - Retail/Branch', 'Road Transport ', 'Fundraising']","The Purchasing Agent will be responsible for the
procurement of necessary products and services. S/he will also monitor
the customs clearance process of imported goods, provide with the
necessary documentation and prepare periodic reports on the status of
customs clearance processes."
company 44,job 442,7203.226735248405,4718.765194734719,part time,PhD,-34.116846076892756,151.17612898353102,"['Residential Sales', 'All Manufacturing, Transport & Logistics ', 'Waiting Staff']","The position of the DARA Specialist assumes
responsibility for assisting the daily works of Division, translation of
different reports, analyzes and presentations, communication with
International organizations."
company 44,job 443,6332.073893398559,4370.554044477004,part time,tertiary,-33.92788415882312,150.97966112921515,"['Management', 'Tax Law']","Russian-Armenian (Slavonic) University is seeking an IT
Specialist who will provide high quality IT support (general in Armenian
or Russian languages) to staff and students. In addition, he/ she will be
responsible for monitoring of network and server systems, providing IT
help to team members, solving IT issues and developing new services."
company 44,job 444,9228.701747188667,6132.613856308553,internship,secondary,-33.953206541730204,151.00327260174555,['Other'],"Debenhams is seeking a Chief Accountant to control,
monitor, analyze and administer the financial accountability of the
company in the reporting of financial data."
company 44,job 445,8926.919045138382,5895.024322307972,casual,tertiary,-33.820518518750184,151.38911592292428,"['Event Management', 'Networks & Systems Administration', 'Government - Federal ', 'Air Force']","Candle SRI is looking for a qualified candidate for the
position of Administrative Assistant."
company 44,job 446,3209.372496293643,2944.0366273181885,part time,postgraduate,-33.8824977536577,151.4870053562887,"['Management', 'Body Corporate & Facilities Management', 'Mathematics, Statistics & Information Sciences', 'Nursing - High Acuity', 'Oil & Gas - Production & Refinement']","The COAF is expanding the Community Health Education
Initiative (CHEI) aiming to raise public awareness in healthy lifestyle,
antismoking program, child development and health care issues, patients
education, prenatal care, first aid and other topics.  
The Health Education Expert/ Trainer will provide support in
implementation of the project in 6 cluster villages of Armavir Marz."
company 44,job 447,8816.745568509401,6955.406106480965,apprenticeship,masters,-33.91373885115273,150.99527841958633,"['All Mining, Resources & Energy ', 'Other', 'Consultants']","SVT LLC is seeking experienced Senior Mobile
Application Developer who will join its mobile development team to work
on its current and future projects."
company 44,job 448,6705.658909634201,982.6775487763662,part time,secondary,-33.92387918350196,151.48625317775048,"['Maintenance', 'Planning & Scheduling', 'Retail Assistants ']","TSG has an immediate opening for a Labor Economist/
Modeler for a USAID-funded project in Yerevan to strengthen social
protection systems. The incumbent will provide support to the Social
Protection team building statistical models."
company 44,job 449,6169.538378519523,5894.327922009538,part time,none,-34.004129229813515,151.19245307003632,"['Taxation', 'Criminal & Civil Law']","Deno Gold Mining Company is looking for a
professional, and energetic Communications Officer to interact with DGMC
employees, local media and local communities to ensure information flow
between key stakeholders and DGMC."
company 45,job 450,9155.776710432976,1562.557123864523,part time,PhD,-33.85231585956263,151.54005838311096,"['Strategy & Planning', 'Planning & Scheduling']","You and Me is looking for a creative, smart, highly
motivated and experienced Designer, who  will carry out various
assignments for the design of underwear, socks and baby clothes. The
preferred candidate should have an interest in fashion, graphic design,
art and photography."
company 45,job 451,9237.69184167832,4340.339530369382,part time,secondary,-33.99746468902388,151.26563867890744,"['Other', 'Community Services & Development']","SAS Group LLC is seeking a Pricing and Merchandise
Specialist to establish and fulfill financial objectives by planning the
sales, markdown, OTB and margin for each season."
company 45,job 452,8499.158123901158,1023.2785337435912,casual,masters,-34.0338876679167,151.0362685071876,"['All Banking & Financial Services ', 'Welders & Boilermakers ']","We are seeking two candidates for logistics specialist
vacancy  with work experience with CIS countries or Iran."
company 45,job 453,8704.013435746896,6512.428099556917,internship,tertiary,-33.80102207974183,150.87068146626774,"['Banking - Retail/Branch', 'Strategy & Planning', 'Industrial Relations & Employment Law', 'Civil/Structural Engineering', 'Warehousing, Storage & Distribution ']","The incumbent will be responsible for support and
testing of IN, VAS, CRM and Billing services."
company 45,job 454,2845.0838981980864,2734.905856064421,apprenticeship,PhD,-33.88335688058604,151.40825519588668,"['Laboratory & Technical Services', 'Water & Waste Engineering', 'Other', 'Management', 'Mining - Drill & Blast']","SAS GROUP Company is seeking a Retail Operations
Director for Franchise department who will manage the retail operations."
company 45,job 455,3368.4209682727915,3303.2906809321016,internship,secondary,-33.92298889699355,150.92509749335423,"['Web Development & Production', 'Chemical Engineering', 'Emergency Services', 'Speech Therapy']","Integrien, Subdivision of VMware, is seeking a highly
experienced software development professional to join the engineering
team in Yerevan. The successful candidate will join UI (User Interface)
development team."
company 45,job 456,5345.483606039272,1161.7865763117818,part time,tertiary,-33.83370929075946,150.86286139249088,"['Management', 'Legal Secretaries', 'Bar & Beverage Staff', 'Travel Agents/Consultants']","The Embedded Software Director will be leading small to
large scale projects, from embedded software development spheres through
all stages of the software development life cycle, from requirements
gathering to implementation and testing."
company 45,job 457,5227.485284534846,4899.281056352269,internship,postgraduate,-33.96527607770881,151.17810477882904,"['Urban Design & Planning', 'Stockbroking & Trading', 'Management', 'All Insurance & Superannuation', 'Automotive Trades ']","The incumbent will review and assess management system
of controls and business processes while providing necessary comments and
recommendations aimed at maximizing their effectiveness to safeguard the
interests of all shareholders. He/ she will monitor compliance to the
established policies, procedures, relevant laws and best industry
practices."
company 45,job 458,2642.210478302086,1196.651572059889,part time,masters,-33.97904771332322,150.97648059790637,"['Natural Therapies & Alternative Medicine', 'Strategy & Planning', 'Contracts Management', 'Management']","The incumbent will be responsible for preparations of
news, interviews and news files."
company 45,job 459,7962.05432311831,5184.042453103881,full time,none,-33.96514387073041,151.20883514737042,"['Other', 'Company Secretaries', 'All Call Centre & Customer Service ', 'Engineering - Hardware']","Inecobank is looking for highly motivated candidate
for the position of Methodology Division Specialist."
company 46,job 460,9013.473448604222,7806.248646283371,part time,tertiary,-33.727315426537814,151.0663757951145,"['Management - Universities', 'Other', 'Event Management', 'Property Law', 'Electricians ']","The Web Developer/ Designer will be responsible for
website development and design."
company 46,job 461,8867.670872077979,7078.709161571955,apprenticeship,PhD,-34.09081825738256,151.38837973062348,"['Front Office & Guest Services', 'Other', 'Surveying', 'Event Management']","The Grant Manager will be responsible for a selected
portfolio of grants and all grants awarded under the program. She/ he
will be tasked with coordinating all financial reporting requirements for
grants, mentoring of sub-grantees, and overseeing the implementation of
grants from negotiation to final reporting."
company 46,job 462,6959.078796616096,889.9765732263609,internship,none,-33.74615834481969,151.4095362804822,"['Inventory & Fixed Assets', 'Management & Support', 'Painters & Sign Writers']","As Manager of Reforestation and Rural Mountainous
Development programs, the incumbent oversees the planning, development
and implementation of tree production and planting for reforestation
purposes, including large scale nurseries and the Backyard nursery
program. Community Development responsibilities include the oversight of
local orchard establishment and collaborations with local and regional
officials as well as international organization representatives to
enhance the social and economic standing of rural communities."
company 46,job 463,5416.2704885236935,732.7985038631934,casual,tertiary,-33.9303893456886,151.31379270011783,['All Education & Training '],"Participating in the project of construction of a new
mobile operators network in Armenia, he/she will be responsible for
coordination of contracts preparation and contracts execution related to
acquisition and construction of radio sites, and for general assistance."
company 46,job 464,5251.304244788469,415.21099837747767,part time,PhD,-33.83018822218952,151.03030044384624,"['Architecture', 'Other', 'Management', 'Other', 'All Legal ']","Software Engineer will take part in design and
implementation of advanced software products for physical layout of ICs."
company 46,job 465,7038.1676189289,1696.553200763965,casual,none,-34.0381311247514,151.0606943594332,['Teaching - Tertiary'],"QA Engineer will provide QA/ test support for various
customer IC design applications and utilities."
company 46,job 466,9032.734515239965,8157.948277328144,part time,secondary,-33.942368791384176,151.0821798211642,"['Treasury', 'Analysis & Reporting', 'Law Clerks & Paralegals', 'Urban Design & Planning', 'Pickers & Packers']","Provide comprehensive technical support to customers:
- assist Customers in creating dial-up connections by phone and/or at
places 
- answer to their questions on problematic issues in a polite and
patient manner 
- assist system adminstrators in other issues as required"
company 46,job 467,8871.124525884672,3482.888763555463,internship,PhD,-33.689454415612516,151.0140000380438,"['Recruitment - Agency', 'CEO', 'Family Law', 'Management']","Sourcio is seeking experienced JavaScript Developers
for the development of features for its partners' award-winning product."
company 46,job 468,9840.456403920207,7253.085260705158,full time,masters,-34.01902283819652,151.38524418037986,"['Financial Planning', 'Physiotherapy, OT & Rehabilitation ', 'Planning & Scheduling', 'Assessment', 'Community Development']","Assistant Lawyer will be responsible for assistance to
the Chief lawyer for provision of legal services and human rights
protection of most at risk population (injection drug users, sex workers,
men having sex with men) and people living with HIV."
company 46,job 469,9907.165280238627,9870.249343443402,full time,tertiary,-34.013538537085374,151.21377371245924,"['Financial Planning', 'Funds Management']","The Sales Consultant will be responsible for selling
products, preparing purchase orders and maintaining good working
relationships with new and existing customers."
company 47,job 470,6217.328553253671,3230.337318927885,full time,tertiary,-33.79066573418295,151.2827673091593,"['Medical Specialists', 'Planning & Scheduling', 'Testing & Quality Assurance', 'Other']","The incumbent will be responsible for the arrangement
and management of industrial and technological process in food industry."
company 47,job 471,9142.335862366635,3466.1492743714207,internship,postgraduate,-33.62800757651731,151.35787605531166,"['Public Transport & Taxi Services', 'Legal Practice Management', 'Management & Support']","The TEFL Technical Specialist will work in close
coordination with the TEFL Project Manager to implement a continuum of
learning and support for the Peace Corps Volunteers from Pre-departure
through Pre-service Training and into the Volunteers' Service. The
position will coordinate focus groups, adapt and facilitate online and
in-person training sessions/ discussions for Volunteers and counterparts,
grade Volunteer on-line assignments based on assessment rubrics, serve as
an online classroom administrator, conduct teaching observation
assessments, collect data for monitoring and evaluation, prepare progress
reports, and serve as a technical resource. The incumbent will work
closely with the post staff, Project Advisory Committees, and TEFL
Experts from Peace Corps Headquarters."
company 47,job 472,2675.7479713988196,647.7246671273384,apprenticeship,secondary,-33.85517627443563,151.32266097817566,"['Materials Sciences', 'Technicians ']","SAS Group is seeking an Import Manager to establish
external relationships, negotiate with foreign partners and realize the
importation of goods."
company 47,job 473,1932.0080891128566,1273.5771480592973,full time,PhD,-33.82970825445438,150.89617714618674,"['Financial Managers & Controllers', 'Rail & Maritime Transport']","R2E2 Fund is seeking a qualified Executive Director of
Credit Organization. The incumbent should work under the management of
the Fund."
company 47,job 474,7443.824537190921,562.6380822591249,apprenticeship,masters,-33.71758763875406,150.9450215305994,['Credit'],"ArmenTel is looking for candidates to fulfill the
position of Telecom Network Maintenance Engineer."
company 47,job 475,7871.162429872724,2263.514394718287,internship,tertiary,-34.025836339116516,151.28864189980982,"['Data Entry & Word Processing', 'Management - Department/Assistant', 'Child Welfare, Youth & Family Services ', 'Civil/Structural Engineering', 'Business/Systems Analysts']","The Controller will monitor the Organizations
operational and financial activities per Republic of Armenia laws and
regulations, the Organizations Charter and the Organizations
Controlling Function Charter."
company 47,job 476,7232.315287090662,6993.806846836612,internship,tertiary,-34.01323259657968,151.36278552687622,"['Fitters, Turners & Machinists']","Star Divide is looking for a Legal Advisor to provide
legal advice and support the company in legal affairs related to its
business activities."
company 47,job 477,4010.902173707315,3940.131506769585,apprenticeship,postgraduate,-33.75939438055392,151.34481246587487,"['Other', 'Conservation, Parks & Wildlife', 'Other', 'Landscape Architecture', 'All Engineering ']",Zangi Livecom is seeking a Junior C/ C++ Developer.
company 47,job 478,3794.823805016583,2205.84834706408,full time,tertiary,-33.76585588202497,150.88944343695394,"['Nursing - General Medical & Surgical', 'Building Trades', 'Residents & Registrars', 'Management']","The Driver will work under the supervision of the
Senior Driver to ensure the smooth running of the Embassy Transport
Fleet."
company 47,job 479,6622.358094306601,2459.104087569053,internship,PhD,-34.025888027692574,150.95528926600898,"['Fishing & Aquaculture', 'Audit - Internal']","Arajin Apahovagrakan LLC invites qualified, highly
motivated and interested individuals to apply for the Chief Accountant
position."
company 48,job 480,6867.5234559915625,4075.127461753244,part time,none,-33.87536528544547,151.5550993333234,"['Analysis & Reporting', 'Environment & Sustainability Consulting', 'Electricians ', 'Underwriting']","IUNetworks LLC is looking for a System Analyst, who
will have the primary responsibility to analyze business requirements,
clarify use cases and workflows and support Business Analysts from
technical point of view to prepare final technical requirements for
product development."
company 48,job 481,3594.821345083623,940.9182028801555,internship,PhD,-34.060553990948286,151.0378491056977,"['Biotechnology & Genetics', 'Business/Systems Analysts', 'Mining - Drill & Blast', 'Army', 'All Marketing & Communications ']","Metakortex CJSC is seeking a PL/ SQL Developer to be
responsible for designing Data Marts for the Reporting Project. The
projects will require the specialist to interact/communicate with the
customers directly in English language."
company 48,job 482,8637.468089758539,4111.856006542117,internship,tertiary,-34.05644358092262,151.0160091629416,"['Telecommunications', 'Management - Vocational', 'Management - Area/Multi-site', 'Audit - External', 'Pattern Makers & Garment Technicians']","Armenian Development Bank is inviting qualified
professionals to fulfill the position of Business Loans Department
Leading Specialist who will be responsible for business and mortgage
lending and monitoring activities."
company 48,job 483,8792.18975155995,2325.2936271775793,full time,PhD,-33.69594132078111,151.10195816963747,"['Oil & Gas - Drilling', 'Legal Secretaries']","Mavas Group LLC is looking for a motivated, proactive
candidate for the position of Accountant to implement all accounting
activities of the organization."
company 48,job 484,9347.896086798628,977.2309535115953,part time,none,-33.78414597739525,151.2379900064549,"['Sales Representatives/Consultants ', 'Chemical Engineering']","The Delinquent Credits Collection Agent will work in
Armavir, Aragatsotn, Kotayk, Ararat, Tavush regions. He/ she will be
responsible for the implementation of the legal activities of the branch
office coordinating the works in relation to legal and executive
proceedings."
company 48,job 485,4796.641867479817,3174.969618026062,casual,PhD,-33.77282815592522,151.14055314297744,"['Assessment', 'Family Law', 'Legal Practice Management']","Main Accountant for LinkGard Systems, LLC."
company 48,job 486,7670.0936732296495,4398.232266006385,apprenticeship,tertiary,-33.66759898135453,151.2319492240968,"['Direct Marketing & CRM', 'Community Development', 'Brokerage', 'Forensic Accounting & Investigation']","The MPI Union of Armenia is currently seeking an
experienced candidate to fulfill the position of an Executive Director.
The mission of the Executive Director position will be to implement MPI
Union activities in order to serve the needs of member companies and
accomplish the mission and goals of the organization; to help create a
favorable business environment for importation and production of
pharmaceuticals in Armenia. 
The Executive Director will develop and guide the implementation of MPIs
long term Strategic Plan and annual activities with guidance from MPI
Union Board.
The MPI Union Executive Directors performance will be evaluated
annually by the MPI Union Board."
company 48,job 487,9299.889664709379,6926.0966591237275,casual,PhD,-34.03554299249866,151.05779381957356,['Financial Accounting & Reporting'],"The candidate will be encouraged to imbue creativeness
in each common task and assignment. The company highly appreciates its
consultants' efforts to deliver high quality content, providing tailored
solutions to complex problems, while meeting extremely tight deadlines."
company 48,job 488,9893.543388904545,8580.60141036073,apprenticeship,tertiary,-33.853025715342184,150.89258292163393,"['Management', 'Treasury', 'Assessment', 'All Mining, Resources & Energy ', 'Account & Relationship Management']","Inecobank CJSC is seeking for candidates to fill the
position of Senior Specialist at International Financial Market
Transaction Division."
company 48,job 489,5757.346683605321,1902.2375661143997,part time,PhD,-33.690586679750226,151.41131399926203,"['Management ', 'Corporate Development', 'Funds Management', 'Data Entry & Word Processing', 'Tax Law']","Plexonic is looking for a Games Analytics Specialist to
take over all analytics processes and operations."
company 49,job 490,6830.594270563268,3260.6643125231362,internship,masters,-34.01184410767837,151.1954987701736,"['Building Trades', 'All Self Employment', 'Other']","Agium LLC is looking for an ActionScript (Flash/ Flex)
developers to join the Company's team."
company 49,job 491,8053.3052234122,7124.855661187431,apprenticeship,masters,-34.05697296084443,151.4102188301175,"['Farm Labour', 'Environment & Sustainability Consulting']","The incumbent will be responsible for unit test
development and code specification writing."
company 49,job 492,9197.865328898128,3865.939960353001,internship,PhD,-34.02694462032617,151.2135058821859,"['Engineering Drafting', 'Fleet Management', 'All Marketing & Communications ', 'Direct Marketing & CRM', 'Mining - Operations']","The Company Lawyer (CL) will be directly responsible to
the Executive Director (ED) and the Senior Technical Advisor/ Deputy
Executive Director. During the start-up of FA, the CL will support the
STA in preparing the necessary legal agreements/ documents for contract
farming, sales, employment and insurance as well as provide a legal
framework for registration of FA intellectual property."
company 49,job 493,7973.693380850989,5568.748707254301,apprenticeship,secondary,-33.769320835665646,150.8844095279255,"['Reservations', 'Security Services', 'Management - Area/Multi-site']","Water Sector Development and Institutional
Improvements Project Implementation Unit State Institution invites
interested persons to submit applications for the position of
Procurement Assistant."
company 49,job 494,7987.336886933231,4970.355388332145,part time,masters,-33.95889480222115,151.33838638664747,"['Intellectual Property Law', 'Tutoring', 'Research & Fellowships']",The incumbent will produce news for on-line website.
company 49,job 495,2179.6810658089594,1424.633976373485,casual,tertiary,-33.79309478404597,150.99571274719995,"['Residential Sales', 'Industrial & Employee Relations', 'Board Appointments']","Sourcio CJSC is seeking experienced Senior PHP
Developers for development of features for its partners' product."
company 49,job 496,2058.52118224383,1072.707708280558,internship,tertiary,-33.86054138684984,151.09260990673877,"['Quality Assurance & Control', 'All Human Resources & Recruitment ', 'Assessment']","Organizational Context: Under the overall guidance and
direct supervision of the Country Director the Programme Policy Officer
will operate with a high degree of independence, manage more junior staff
to ensure that programme and policy objectives are achieved in full. The
job holders are usually involved in a wide variety of programme and
policy activities and analytical work, some of which may be of a
significant complexity. At this level job holders are expected to
contribute to performance improvement.


Job Purpose: To provide support to policy and programme activities that
effectively meet food assistance needs with a particular focus on
partnerships, fundraising and reporting activities."
company 49,job 497,7556.199840637555,55.511975724314986,part time,masters,-33.80800518760815,150.9255348695542,"['Environment & Planning Law', 'General/Business Unit Manager', 'Assessment', 'All Consulting & Strategy', 'Nursing - Aged Care ']","The Chief Executive Officer (CEO) will head the
Management Unit (MU) and will report to the Governing Council (GC)."
company 49,job 498,6078.829359155448,3423.440941047644,full time,PhD,-33.80282344022276,151.27528994365957,"['Event Management', 'Sales - Pre & Post', 'Printing & Publishing Services', 'Architecture', 'Engineering Drafting']","The Public Education Specialist will report to and
support the local Public Education Team Leader in developing and
dissemination of messages and educational materials about a variety of
effective preventive health measures and interventions promoting healthy
lifestyles at the community level. He/She will also work on strategies to
increase awareness, understanding and usage of primary health care reform
policy initiatives such as Open Enrollment and Family Medicine."
company 49,job 499,1968.012934275124,1851.9488077780888,casual,none,-34.099792879138704,151.28760153318052,"['Management', 'Biotechnology & Genetics', 'All Construction ']","The Credit Officer will be responsible for
creditworthiness evaluation and analysis and will cross-check the
financial documents submitted by the customer to be reviewed during the
loan applications' examination."
company 50,job 500,6733.6073852554055,5366.166256637799,part time,tertiary,-34.06892172358593,151.05171606690328,"['Financial Accounting & Reporting', 'Planning', 'Legal Secretaries', 'Modelling & Simulation', 'Nursing - Management']","Vencos Ltd. is looking for a motivated, self-driven,
highly professional candidate for the position of Accountant. The
successful candidate will be responsible for overall accounting of the
company."
company 50,job 501,8058.312329749595,6608.940610146317,apprenticeship,postgraduate,-33.86857451502771,150.86553653693636,"['Management & Change Consulting', 'Nursing - Paediatric & PICU', 'All Government & Defence ']","The Senior Software Engineer will design, code and
debug quality software programs for assigned projects."
company 50,job 502,9478.658159850816,7362.6739831404475,internship,PhD,-33.93989730473709,150.96292036546888,"['Team Leaders/Supervisors', 'Other', 'Management - Agency', 'Other', 'General Practitioners']","The incumbent will be responsible for active promotion
of Rotapharm pharmaceutical products."
company 50,job 503,9330.85595380501,4638.60819864947,apprenticeship,masters,-33.8859112466347,151.55195557882269,"['Engineering - Hardware', 'Sales Coordinators', 'Marketing Assistants/Coordinators']","Alpen Pharma AG Pharmaceutical Company is looking for a
skilled and motivated Medical Representative."
company 50,job 504,6892.015959484079,5785.98737490575,full time,secondary,-34.01782572402489,151.01278526515804,"['Property Law', 'Physiotherapy, OT & Rehabilitation ', 'Account & Relationship Management', 'Other']","Energize Global Services CJSC is looking for a System
Programmer to be engaged in different long term projects."
company 50,job 505,6527.597551901442,4847.594655833074,internship,postgraduate,-33.856386660009726,150.97399273802705,"['Residents & Registrars', 'Taxation']","The Software Developer will take part in design and
development projects."
company 50,job 506,2902.7225965301764,1176.9989673304804,casual,secondary,-33.72286348915644,151.16219416665967,"['Industrial Design', 'Photography', 'Editing & Publishing', 'Nursing - Educators & Facilitators', 'All Manufacturing, Transport & Logistics ']","The incumbent will conduct computer design of all
materials of the Armenistic Subjects Study (TASS) Test which aims to
assess general knowledge of the 8th grade pupils of the Republic of
Armenia in Armenian Language, Armenian Literature and the History of
Armenia."
company 50,job 507,3575.6887609093224,2164.279872090238,part time,PhD,-34.01175142643374,150.9882885937472,"['Banking - Business', 'Client Services']","Company is looking for creative self-starters who are
passionate about games. This is unique opportunity for young and
ambitious people to get involved in game industry."
company 50,job 508,2923.536958467031,2711.1886746667533,apprenticeship,masters,-33.72851256025413,151.35889539594282,"['Web & Interaction Design', 'Programme & Project Management', 'Management - Vocational', 'Contracts Administration', 'Administrative Assistants ']","SAS Group LLC is seeking a 1C Programmer to carry out
the development of 1C applications for business needs."
company 50,job 509,5334.074480207312,4589.845785036489,apprenticeship,PhD,-33.97729701012341,151.26126538300716,"['Media Strategy, Planning & Buying', 'All Insurance & Superannuation', 'Psychology, Counselling & Social Work ', 'Other']","Boomerang Software LLC is looking for a QA Engineer to
be engaged in different long term projects."
company 51,job 510,1680.6302306137443,48.701472478412946,part time,secondary,-34.06163204588554,151.17042434310574,['Records Management & Document Control'],"The Tumo Center for Creative Technologies is looking
for an energetic Robotics Workshop Leader with experience in design,
construction, operation and application of robots and/ or relevant
programming skills to join the Robotics project held at Tumo in Yerevan,
Armenia. This is an excellent opportunity for an experienced and
motivated professional to increase their building and programming
experience with Robotics products while contributing to the professional
and social development of young Armenians and sharing his/ her enthusiasm
and passion for Robotics technology.
Reporting directly to the Managing Director, the Robotics Workshop Leader
is responsible for building, programming and testing complex Robotics
products of Tumo and instructing the Robotics project students in
building and programming of Robotics technology in a game-like
environment."
company 51,job 511,713.221422283432,392.4105627542962,full time,secondary,-34.06485163891566,151.37415486977366,"['Management - Internal', 'Other']","Energize Global Services CJSC is looking for Senior
Java Software Developers for an international project on ePayment/ bank
payment systems."
company 51,job 512,563.0313243823725,262.75424298216166,internship,postgraduate,-33.947991972219995,151.21567206622154,"['Chefs/Cooks ', ""Workers' Compensation"", 'Public Relations & Corporate Affairs', 'Customer Service - Customer Facing', 'Couriers, Drivers & Postal Services']","SAS Group LLC is seeking a Psychologist to utilize
original research and to focus on behaviors to be observed and measured,
to assess the level of satisfaction among employees and to actively
participate in the personnel adaptation process."
company 51,job 513,9597.33735670297,127.83124171731886,internship,PhD,-33.79333562492004,150.89183224120865,"['Market Research & Analysis', 'Winery & Viticulture', 'Digital & Search Marketing', 'Process Engineering', 'Management ']","Head of Head of Agreements Management Division of the
""Organization for Implementation of North-South Road Corridor Investment
Program (Program)"" state non trade organization governs the activities of
his/her division, insures the resolution of different problems rising
against the realization of the aims of the division and realizes
productive governing of quality services and resources. S/he also
insures the implementation of the corresponding strategic plan directed
to the Program objectives and indicated processes, sustainable and
productive activity of the division, presents regular reports to the
Executive Director, develops activities and procedures arising from the
aims and problems the division is facing, as well as seminars and
workshops for the coworkers (in case of necessity also for the
contractors, providers and advisors), in order to fully perform the set
job responsibilities.
The Head of Division starts his/her work after fulfilling the
competition demands and approval from the Government Council. S/he is to
report to the General Director of the Organization. 
The contract is signed for an indefinite period of time. The position is
not considered amongst the civil service. The terms are regulated by the
RA Legislation and the job contract."
company 51,job 514,4005.7462095195783,3519.0942905612933,casual,tertiary,-33.74028493443584,151.29379504243835,"['Other', 'Gaming']","Ar-Mobil LLC is seeking a qualified Office
Administrator for its Hay Tech Security Systems Office. The Office
Administrator is responsible for ensuring smooth operations within the
organization and covers a broad spectrum of functions, ranging from
supervising employees to balancing financial assets."
company 51,job 515,6544.078297502467,5551.630302600894,part time,tertiary,-33.81967987911088,151.09704708231553,"['Business/Systems Analysts', 'Management - Schools', 'Sales Coordinators', 'Product Management & Development']","Orange Armenia is looking for a Finance Controller who
will participate in the project of construction of a new mobile
operators network in Armenia, s/he will be in charge of the following:
- Short-term: participation in the definition and implementation of
controlling and reporting policies and systems compliant with Armenian
and IFRS standards on one hand and France Telecom group policies and
procedures on the other hand;
- Mid-term: organization of the way to regularly measure/ analyze
performances, detect unfavourable variances jeopardizing business model,
raise relevant alerts."
company 51,job 516,4243.837011662319,3338.184152033806,casual,secondary,-33.82462668468909,151.3052825996177,"['Oil & Gas - Operations', 'Fleet Management', 'Front Office & Guest Services']","The incumbent will work at the Financial Monitoring
Center of CBA. The primary objective of this position is the development
and application of analytical capacities to detect cases of money
laundering and terrorism financing (hereinafter referred to as ML/TF)
and ensuring their applicability for investigation bodies to increase
the efficiency of fight against ML/ TF. Contribution to the
institutional capacities of reporting entities from the viewpoint of
detecting cases of ML/ TF based on the requirements of the law and other
regulations."
company 51,job 517,8357.74428289209,7633.842541943561,apprenticeship,tertiary,-33.853823169649495,150.9441697485485,"['Reservations', 'Generalists - In-house', 'Tour Guides']","The specialist must have experience in object oriented
programming and developing client server applications."
company 51,job 518,9569.428397382992,1791.6351218473758,internship,secondary,-34.00712145571778,151.1222552474894,['Other'],"The MCA-Armenia is soliciting applications from
interested individuals for the position of Irrigation Infrastructure
Civil Engineer within the SNCO.
While this position falls under the administrative oversight of the
MCA-Armenia Deputy Chief Executive Officer (DCEO), the Civil Engineer
will work closely with and under the direct technical and managerial
supervision of the MCA-Armenia Irrigation Infrastructure Long-Term
Technical Adviser."
company 51,job 519,2478.0865899418845,493.89521834788286,casual,PhD,-33.86714076618231,150.93330877388644,"['Recruitment - Agency', 'Management & Support', 'Pathology', 'Engineering - Hardware', 'Occupational Health & Safety']","The incumbent will be responsible for detection,
analysis and orientation of dysfunctions. S/he will ensure the network
and service quality maintenance."
company 52,job 520,7644.908903455835,2255.179366296802,full time,secondary,-33.74495495404411,150.9730483242012,"['Marketing Assistants/Coordinators', 'Management']","Client support tasks will range from simple install
and configuration to assistance in the development of client solutions
(application engineering), in-house engineering tasks, creating user
documentation, etc."
company 52,job 521,9856.503833333418,2466.1920646848057,apprenticeship,masters,-33.86476658164593,151.28461657177186,['Banking - Retail/Branch'],"Under the supervision of Chief Accountant in the
company's representative office in Yerevan, the incumbent will be in
charge of a part of daily accounting operations according to the
company's internal organization policies."
company 52,job 522,5285.610498533459,2314.3595938675076,internship,none,-34.05880101151931,151.2342699303398,['Other'],"We are looking for 5 motivated Software Developers/
Programmers. The team will be using Visual Studio 2005 (ASP.NET/C#) to
develop Management Information System (MIS). The incumbent will develop,
program, test and debug application using Visual Studio 2005
(ASP.NET/C#)."
company 52,job 523,9046.426144772755,9045.93651467577,apprenticeship,none,-33.80557967684504,151.06477503589372,"['Industrial Engineering', ""Workers' Compensation"", 'Criminal & Civil Law', 'Public Transport & Taxi Services']","We are seeking experienced Audit Seniors who will take
part in audit projects focusing on IAS and/or US GAAP financial
statements of large and mid-size international companies."
company 52,job 524,9409.434642384196,7403.485705916857,casual,postgraduate,-33.98267722667588,151.10890956949473,['Other'],"We are looking for a motivated, experienced,
initiative Hardware Engineer/ System Administrator to be responsible for
maintaining the local Net, as well as for hardware repair of computers,
printers, copiers etc."
company 52,job 525,1995.8960904407586,741.4929292871275,casual,postgraduate,-33.66728980760673,151.2568530499235,"['Machine Operators', 'All Marketing & Communications ', 'Help Desk & IT Support']","The Project Officer will be responsible for
implementing activities focusing on the social and economic reintegration
of returning migrants and for setting up the project's reintegration
scheme. He/ she will contribute to the overall project reporting
requirements and obligations, prepare project related documents and
reports, organize meetings, workshops and expert missions in cooperation
with short term experts and project partners."
company 52,job 526,8385.15597265389,5315.343159352776,full time,PhD,-33.91534270229762,150.92031347896074,['Generalists - Law Firm'],"The incumbent will maintain accounting records of the
clients as assigned by the line manager, provide tax and financial
advisory, and report on the accounting analysis and/ or tax calculation
accuracy"
